e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
0,18.264,0,0,51,2,-11,0,0
1,37.188,0,0,40,3,2.399,1,0
0,26.982,0,0,61,1,-8.9,0,0
0,21.021,0,1,36,1,10.56,0,0
0,33.9,0,1,28,1,24.999,0,0
1,39.684,0,1,60,1,-13.9,1,0
1,30,1,1,43,1,0,0,0
1,64.5,0,1,35,1,22,1,0
0,20.46,0,0,28,1,-4.9,0,0
0,61.68,1,0,62,2,115.5,0,1
1,53.685,1,1,29,7,18.1,1,0
1,113.076,1,0,42,4,106.825,1,1
1,88.689,1,0,54,3,7.249,1,1
0,24.48,0,1,25,1,7,0,0
0,47.046,1,0,30,3,5.158,0,0
0,90.3,1,0,45,4,24.5,0,1
1,55.944,1,0,53,2,1.586,0,0
0,39.234,1,0,33,4,-1.154,0,0
1,21.12,0,0,44,3,-4.2,0,0
0,29.22,1,0,36,4,-7.001,0,0
0,17.7,0,0,28,3,-2.8,0,0
1,39.846,1,0,48,5,-4.985,0,0
1,56.877,1,0,49,3,26.877,0,1
0,43.05,0,1,35,2,6.35,0,0
0,24.63,0,1,25,1,-3.8,0,0
1,120.069,1,0,45,4,4,0,0
1,37.17,1,0,28,2,-4.201,0,0
0,31.2,1,0,37,3,-1.102,0,0
0,24.612,1,0,57,3,-8.801,0,0
0,18.903,1,0,35,5,-0.7,0,0
1,36.003,1,1,46,2,0.5,0,0
0,20.4,1,0,50,2,0,0,0
1,63.915,1,0,46,2,33.567,1,0
0,35.55,1,0,30,4,-1.822,0,0
1,68.655,1,0,35,2,69,1,0
1,52.254,1,0,31,4,-8.729,1,0
0,11.751,0,0,52,1,-0.112,0,0
1,63,1,0,53,4,127.18,1,1
0,45.15,1,0,49,4,0.3,0,1
1,39.981,1,0,27,2,-21.548,0,0
1,73.341,1,0,42,4,2.167,1,0
0,20.235,1,0,58,2,20.649,0,1
0,18.39,1,0,44,2,15.199,0,1
1,29.739,1,0,28,3,3.429,1,0
0,56.55,1,0,42,4,12.821,0,1
0,37.323,1,0,29,3,-9.65,0,0
0,28.209,0,0,25,1,82.2,0,1
0,52.35,1,0,31,4,-6.415,0,0
1,58.338,1,0,51,4,14.2,1,1
0,58.305,1,0,42,5,32.399,0,0
0,45.9,1,0,54,4,-2.05,0,0
1,79.269,1,0,34,2,-5.825,0,0
1,32.616,1,0,62,3,0,0,0
1,14.544,0,0,50,1,-5.1,0,0
1,66.876,1,0,50,4,181.667,1,1
0,44.4,1,0,36,5,8.897,0,1
1,38.007,1,1,42,5,1.1,0,0
0,10.728,0,0,61,2,2.599,0,0
0,56.046,1,0,42,2,15.35,0,0
0,13.317,0,0,62,1,15.801,0,0
0,45.519,1,0,59,2,130.812,0,1
0,124.86,0,0,46,2,-3.801,0,0
1,63.291,1,0,44,4,54.365,1,1
1,40.98,0,0,39,1,6.45,0,0
0,22.113,0,0,35,1,0.699,0,1
1,42.024,1,0,32,5,-0.2,1,0
1,20.646,0,1,44,1,3.3,1,0
1,22.881,0,0,32,4,-0.066,1,0
1,143.346,1,0,28,2,14.5,1,0
1,47.328,1,0,55,5,24.2,1,0
1,39.405,0,0,56,1,52.55,1,1
0,26.4,1,0,42,3,0,0,0
0,42.69,0,1,47,1,-14.701,0,0
0,20.526,1,0,62,3,2.8,0,0
0,11.34,0,0,33,4,0,0,0
0,32.805,1,0,38,4,-3.2,0,0
0,16.014,0,0,61,6,4.999,0,1
0,51.591,1,1,41,4,73.351,0,1
0,33.984,0,1,28,1,-2.7,0,0
1,24.348,0,1,28,3,3.675,1,1
1,36.6,1,0,32,2,5.7,1,0
1,36.174,1,1,40,2,2.882,0,0
1,78.783,1,0,44,4,48.446,1,0
1,57.3,1,0,28,4,47.999,1,0
0,83.652,1,0,32,4,78.3,0,1
0,91.98,1,0,39,3,6.399,0,1
1,20.898,0,1,42,1,-4.1,1,0
0,45.444,1,0,61,2,215.121,0,1
1,50.082,1,0,37,3,28,0,0
1,22.56,0,0,40,1,0,0,0
0,14.58,0,1,41,3,-0.248,0,0
0,20.592,0,0,41,3,-1.69,0,0
0,25.662,1,1,48,2,3.203,0,0
0,58.08,1,0,30,4,72.907,0,0
1,145.854,1,0,45,4,51.5,1,0
1,71.346,1,0,38,3,26.7,0,0
0,10.5,0,0,25,3,-1.468,0,0
0,37.584,1,0,41,4,-0.8,0,0
0,19.254,0,0,29,3,1,0,0
0,10.497,1,0,27,4,0,0,0
0,79.053,1,0,48,2,93.501,0,1
1,48.135,1,0,36,4,35.86,1,0
0,69.552,1,0,45,4,26,0,0
0,32.844,1,0,26,3,7.399,0,0
0,18.234,1,0,28,3,1.601,0,0
0,47.178,1,0,47,5,36.699,0,1
0,21.405,0,0,29,3,-8.952,0,0
1,64.011,1,0,47,3,11.749,0,1
0,24.063,0,1,51,2,-0.051,0,0
0,15,1,0,33,7,-0.453,0,0
0,99.33,1,1,38,3,17.407,0,1
1,83.472,1,0,36,2,33.405,1,1
1,28.05,1,0,29,4,-2.981,1,0
0,94.476,0,0,43,3,2.672,0,1
0,28.383,0,0,28,1,6.75,0,0
0,45.816,0,0,44,3,19.242,0,1
0,41.232,1,0,28,2,7.199,0,0
1,96.816,1,0,44,4,2,1,0
1,18.555,1,1,42,2,4.764,1,0
0,18.09,1,0,41,2,-0.3,0,0
0,16.2,1,0,51,7,-13.947,0,0
0,24.792,1,0,36,6,-1.6,0,0
1,24.582,1,0,39,3,0,0,0
1,67.8,1,0,36,2,28,0,0
0,12.171,0,0,64,1,2.132,0,1
1,23.577,0,1,38,1,4,0,0
1,31.47,1,0,53,7,-2.7,1,0
1,88.596,0,0,48,1,79.328,1,1
0,17.04,0,0,52,1,-1.2,0,0
1,36.192,0,0,29,1,41.2,1,0
1,34.827,0,1,37,2,-8,0,0
1,29.238,1,0,53,2,57.185,1,0
1,33.177,0,0,40,1,-11.199,0,0
0,29.808,1,0,43,3,-2.9,0,0
0,13.818,0,1,52,1,49.999,0,0
1,24.117,0,0,52,1,12.961,1,0
0,36.15,1,0,38,5,1.414,0,0
0,25.386,0,0,27,1,12.199,0,1
1,40.086,1,0,57,2,0,0,0
0,12.036,0,0,56,3,0.2,0,0
0,13.44,0,0,58,3,3,0,0
0,66.36,1,0,50,4,-14.201,0,0
0,33.567,1,0,49,3,-17.3,0,0
0,42.969,1,1,36,4,2.359,0,0
1,18.375,1,0,42,7,4.16,0,0
0,21.969,0,0,51,1,3,0,0
0,17.94,0,1,32,1,0.634,0,0
0,17.865,1,0,46,3,-1.35,0,0
0,35.226,1,0,37,6,11.4,0,0
0,48.66,0,0,50,3,20.799,0,1
0,74.178,1,0,35,4,29.715,0,0
1,21.45,0,0,54,3,9.999,0,0
0,39.954,1,0,40,3,-9.2,0,0
0,92.598,1,0,62,2,84.248,0,1
0,44.388,1,0,33,5,-1.84,0,0
0,44.76,1,0,41,4,18,0,0
1,42.924,0,1,33,1,9.1,1,0
0,42.813,1,0,42,4,12.205,0,0
1,29.376,0,1,34,1,34,1,0
1,15.3,0,0,48,1,-3.4,1,0
0,55.818,1,0,46,4,4.876,0,0
0,110.952,1,0,52,5,345.603,0,1
0,46.791,1,1,39,4,110,0,1
1,75.297,1,1,40,5,239.2,1,1
0,28.74,0,1,39,2,2.999,0,0
0,27.006,0,0,34,1,0.01,0,0
0,28.551,1,0,41,4,2.648,0,1
0,14.286,0,0,27,2,-1.801,0,0
1,50.574,1,0,38,6,8.2,1,0
1,38.82,1,1,47,5,5.325,1,0
1,36.972,0,1,26,1,11.6,1,0
0,38.55,1,0,35,2,0.225,0,0
1,101.187,1,0,55,5,94.675,1,0
0,42.684,1,0,38,5,-0.105,0,0
0,58.65,1,0,39,6,-0.95,0,0
0,22.254,0,1,40,1,0.749,0,0
0,43.716,1,1,34,3,-2.2,0,0
1,36.144,1,0,30,4,-0.927,0,0
1,39.888,0,0,54,1,27.407,1,1
0,22.623,0,0,28,1,-0.437,0,0
1,16.644,1,0,52,2,1.575,1,0
1,62.895,1,0,27,2,14.55,1,1
1,31.833,0,1,44,2,5.8,0,1
1,39.162,0,0,41,1,-9.893,0,0
1,17.442,0,1,63,2,52.5,1,0
0,16.5,1,0,63,3,0,0,0
0,100.62,1,0,57,3,45.4,0,1
0,56.25,1,0,44,4,15.499,0,1
0,32.385,1,1,37,4,-2.7,0,0
0,21.6,0,0,42,3,2.4,0,0
0,30.66,1,1,48,3,5,0,0
0,73.62,1,0,46,3,157.35,0,1
0,54.06,1,0,29,3,0.05,0,0
1,49.368,0,0,38,2,0,0,0
0,18.9,0,0,38,2,0.7,0,0
1,24.114,0,0,60,1,252.999,1,1
1,59.877,1,0,35,4,22.87,1,1
1,48.375,1,0,47,4,-1.395,0,0
0,14.586,0,1,39,2,0.2,0,0
0,55.311,1,1,26,2,-13.092,0,0
1,73.212,1,0,26,2,-4.2,0,0
1,44.247,1,0,56,2,73.98,1,0
0,29.7,1,0,40,4,-2.308,0,0
1,55.242,1,0,30,3,13.37,0,1
0,27.72,1,1,37,5,0.1,0,0
0,32.316,1,0,36,5,-0.295,0,0
0,27.84,0,0,43,3,0.3,0,0
1,28.245,1,0,42,2,0.2,0,0
0,46.122,1,0,63,2,41.302,0,0
0,27.33,1,0,37,4,-13.95,0,0
0,31.995,1,0,37,5,2.15,0,0
0,28.272,1,0,63,4,3.66,0,0
1,23.85,0,1,43,1,2.09,0,0
0,74.199,1,0,63,2,58.1,0,0
0,15.096,1,0,52,7,0,0,0
0,36,0,1,26,1,-6,0,0
0,16.326,0,0,43,4,-6.9,0,0
1,31.05,1,0,35,3,15.25,1,0
0,53.76,0,1,34,5,2.6,0,0
1,90.996,0,0,31,1,6.8,1,1
0,31.536,1,0,33,6,-4.631,0,0
1,14.28,0,1,30,1,0,1,0
1,46.029,1,0,39,2,9.7,1,1
0,34.059,1,0,32,3,7.1,0,0
1,44.16,0,1,27,1,37.6,1,0
1,45.9,1,0,49,2,28,0,1
0,18.288,0,0,54,2,-1.1,0,0
1,61.5,1,0,41,4,112,1,1
0,31.803,0,1,25,1,-3.88,0,0
0,10.212,1,0,36,4,-18.051,0,0
0,16.2,1,0,39,4,-2.6,0,1
0,54.648,1,0,43,4,-2.8,0,0
0,34.353,0,0,41,2,-2.275,0,1
0,34.323,0,0,34,2,3.63,0,0
1,52.8,1,0,51,2,100.3,0,1
0,24,1,0,32,5,-0.9,0,0
1,62.763,1,0,39,2,96.2,0,1
1,48.72,1,0,45,3,29.925,1,0
0,30.402,1,0,48,4,-3.85,0,0
0,91.704,1,0,50,3,9.217,0,0
0,34.932,1,0,64,3,55,0,0
0,18.456,0,1,50,1,2.6,0,1
1,64.995,0,0,30,1,-36,1,1
0,40.662,0,0,40,3,0,0,0
1,35.331,1,0,43,3,11.73,1,0
1,16.59,0,1,36,2,-2.85,0,0
0,12.15,0,0,40,1,0,0,0
1,34.77,1,0,55,5,18.699,1,1
1,52.743,1,0,35,5,14.8,1,0
0,23.46,1,0,51,3,0.04,0,0
1,51.612,1,0,44,4,12.3,1,0
0,30.552,1,0,33,4,12.923,0,0
1,102.762,1,0,40,2,61.8,1,1
1,30.318,0,0,43,1,6.444,0,0
0,17.685,0,0,45,1,-5.8,0,0
1,23.451,0,1,42,1,0.506,0,0
0,41.436,1,0,29,3,1.2,0,0
0,12.747,0,0,28,1,6.24,0,0
1,57.678,0,0,46,2,26.299,1,0
1,82.995,1,0,38,5,6.4,1,1
1,17.286,0,0,37,3,35.05,0,0
0,58.878,1,0,33,6,-0.665,0,0
0,20.4,1,0,29,4,-5.646,0,0
0,103.164,1,0,52,6,126.098,0,1
1,81.432,1,1,37,4,13.704,1,0
1,53.154,1,0,35,2,25.136,1,1
0,58.407,1,0,47,4,6.125,0,1
0,30,0,0,41,3,9.5,0,1
0,44.559,1,0,29,2,63.8,0,0
0,61.455,1,0,44,4,38.8,0,1
1,30.147,1,0,35,2,19.472,0,1
0,35.184,0,1,34,1,7.19,0,0
0,40.8,1,0,34,4,-1.5,0,0
0,31.995,1,0,45,4,19.9,0,1
1,40.296,1,0,41,4,91.999,1,1
0,19.77,1,0,28,4,-7,0,0
0,28.377,1,0,42,4,-4.918,0,0
0,37.398,1,0,31,3,18.449,0,1
0,29.025,0,0,31,1,-4.1,0,0
0,13.479,0,0,51,1,-0.6,0,0
0,23.238,1,0,32,3,-0.497,0,0
0,36.993,0,0,34,1,-0.9,0,1
0,16.806,1,0,44,3,-1.15,0,0
1,72.96,1,0,33,4,32,1,0
0,21.216,1,0,43,7,-3.1,0,0
1,39.522,0,0,29,1,1.124,1,0
1,35.064,1,0,40,5,-0.25,0,0
0,26.4,1,0,27,4,0,0,0
0,48.42,1,0,31,2,29,0,0
1,69.264,1,0,37,4,63.176,1,0
1,78.417,1,0,29,3,27,0,1
1,115.812,1,0,37,3,81.37,1,1
1,91.902,1,0,41,5,23.5,1,1
1,90.747,1,0,44,3,44.25,1,1
1,35.67,1,0,29,4,0.35,0,0
0,40.647,1,0,37,5,0.44,0,0
0,12.24,1,0,33,6,0,0,0
0,17.07,1,0,28,4,3.4,0,0
0,14.31,1,0,54,2,0.45,0,0
0,10.05,0,0,27,2,0.1,0,0
0,14.43,1,0,27,2,-1.5,0,0
0,38.49,1,1,43,3,35,0,0
0,35.19,1,0,40,9,-1.1,0,0
0,14.787,0,0,30,3,-2.2,0,0
0,26.37,1,0,36,6,-3.601,0,0
0,50.553,1,0,54,2,60.201,0,1
0,21.39,0,0,55,2,35.699,0,1
0,12.492,0,0,64,1,3.6,0,0
0,18.63,0,1,57,1,0,0,0
1,50.43,1,0,50,3,10.499,0,0
0,21.6,0,0,32,2,1.322,0,1
0,52.767,1,0,60,3,119.2,0,1
0,30.861,0,1,44,4,2,0,0
0,14.178,0,0,25,2,-0.1,0,0
1,44.52,1,0,42,3,20.733,0,1
1,53.172,1,0,29,3,15.2,1,0
0,44.754,1,0,38,4,48.25,0,1
1,19.2,1,0,41,5,0.1,1,0
0,13.956,0,0,46,3,-2.6,0,0
0,27.732,1,0,54,2,0,0,0
0,36.3,0,1,28,1,9.3,0,0
0,94.38,1,0,46,4,397,0,1
0,25.785,1,0,59,2,-0.45,0,0
1,58.362,1,0,27,2,-7.3,1,0
0,14.1,0,0,49,2,0,0,0
0,30.219,1,0,25,4,1.174,0,0
0,17.55,1,0,32,2,-1.85,0,0
1,48.705,1,0,33,3,-6.7,0,0
1,26.064,0,1,29,1,22.599,1,0
0,12.885,0,1,61,2,0.3,0,0
1,52.467,1,0,29,3,22,0,1
1,54.9,1,0,29,4,34.678,1,0
0,92.277,1,0,35,4,21,0,0
1,137.451,1,0,55,3,611.9,1,1
1,80.664,1,0,40,4,32.992,1,1
0,69.936,1,0,31,4,-2.195,0,0
0,34.002,1,0,45,3,-21.498,0,1
1,43.026,0,0,31,3,6.1,1,0
1,93.924,1,0,39,4,89.6,1,0
1,72.678,1,0,33,3,49.5,1,0
1,64.815,1,0,36,3,16.75,1,0
0,29.73,1,0,29,3,4.101,0,0
0,74.217,1,0,30,3,23.31,0,1
0,10.044,1,0,41,6,0.3,0,0
0,37.101,1,0,30,4,12,0,0
1,46.215,1,0,40,2,-0.15,1,0
1,24.243,1,0,56,3,3.405,1,0
0,63.288,1,0,36,2,4.175,0,0
1,35.94,1,0,30,4,28.3,1,0
0,26.445,1,0,39,4,0.829,0,0
1,66.573,1,0,40,2,11.881,1,1
1,23.412,0,1,43,1,-42.964,1,0
1,33.84,0,1,49,2,42.5,1,1
0,11.52,0,1,34,3,0,0,0
0,17.481,1,0,30,5,0,0,0
0,18.54,1,0,38,5,3,0,0
0,20.781,1,0,37,2,0.398,0,0
1,61.161,0,1,29,1,40.527,1,0
0,79.713,0,1,33,1,2,0,0
0,39.618,0,0,28,3,-0.9,0,0
0,38.7,1,0,49,4,9.035,0,1
1,125.766,1,0,50,2,165.065,1,1
1,96.756,0,0,38,1,27.6,1,1
0,105.843,1,0,51,3,5.248,0,1
0,40.62,1,0,40,4,1.45,0,0
1,60.09,0,1,42,1,17.726,1,1
1,42.204,1,0,30,3,9.346,1,1
0,19.413,0,0,42,3,2.804,0,1
0,19.2,0,1,36,3,0.686,0,0
1,25.488,0,0,51,1,6.2,1,0
0,21.828,1,1,31,4,0,0,0
1,42.174,1,0,45,4,102.3,1,0
1,64.983,1,0,35,5,7.652,1,0
1,40.581,1,0,51,4,0.413,1,0
0,86.403,1,0,45,3,4.57,0,0
1,31.215,0,1,25,1,-7.5,0,0
1,59.748,0,0,30,1,9.4,1,0
0,33.996,0,1,37,1,3.499,0,0
0,27.03,0,1,28,1,-1.8,0,0
0,30.99,1,0,60,2,0.367,0,0
1,22.383,1,0,32,4,0.579,1,0
0,68.712,1,1,39,4,5.073,0,1
1,68.538,0,1,48,1,112.361,1,0
0,20.736,0,0,33,1,-4.915,0,0
0,67.422,1,0,32,4,-10.5,0,0
0,14.541,1,0,60,3,2,0,0
1,74.814,1,0,39,4,42.4,1,0
1,70.101,1,0,47,4,-17.674,0,0
0,10.2,0,1,40,1,0,0,0
0,13.278,0,0,38,4,-4.001,0,0
1,24.048,1,0,51,2,5.399,1,0
0,15.441,1,1,45,4,3.33,0,0
0,59.58,1,0,37,3,17.6,0,1
0,129.996,1,0,61,2,81.5,0,1
0,33.657,1,0,55,2,4.399,0,0
0,15.306,1,0,52,3,0.783,0,0
1,34.557,1,0,34,2,4.499,0,0
0,10.035,0,1,45,1,-0.435,0,0
1,33.63,0,1,25,1,7,1,0
0,31.674,0,0,45,1,-2.65,0,0
1,42.222,1,0,26,2,-3.78,0,0
0,62.385,1,0,32,3,24.6,0,1
1,90.3,1,0,35,3,38.1,1,1
1,92.904,1,0,30,2,22.3,1,0
1,26.484,1,0,61,4,13.499,1,0
1,70.923,1,0,53,2,108.359,1,1
0,24.627,0,0,30,2,0.549,0,0
1,80.565,1,0,52,2,24,1,1
0,22.572,0,0,41,3,-3.1,0,0
0,25.185,0,0,49,1,25.12,0,0
0,17.079,0,1,29,1,13.05,0,0
0,14.025,0,0,48,2,-2.15,0,0
1,54.54,1,0,50,4,24.217,1,1
0,16.116,1,0,30,4,0,0,0
0,27.072,1,0,37,5,0.7,0,0
0,12.576,1,1,48,2,1.748,0,0
1,92.046,1,0,54,3,234.2,1,1
1,53.112,1,0,50,2,78.818,1,1
0,26.985,0,0,34,2,-9.7,0,0
0,11.118,0,0,26,3,16.549,0,0
0,45.252,1,0,28,4,-6.013,0,0
1,27.276,0,1,56,1,9.223,0,0
0,38.67,1,0,27,4,0.95,0,0
1,54.708,1,0,27,2,-13.201,1,0
0,27.63,0,1,25,1,-2.2,0,0
0,127.2,1,0,44,2,96.6,0,1
0,37.89,0,0,39,1,-4.225,0,0
0,10.8,0,0,38,4,0,0,0
1,81,1,0,44,2,39.15,1,1
1,35.73,0,1,36,1,-4.7,0,0
0,42.3,0,1,44,1,4.999,0,0
1,82.068,1,0,27,2,10.2,1,0
0,60.378,1,0,30,2,1.91,0,0
1,43.305,1,0,36,4,9.325,0,1
1,90.261,1,0,41,4,74.8,1,1
0,20.43,0,0,45,4,0.5,0,0
0,22.941,0,1,42,4,0,0,0
0,17.49,0,0,50,2,-4.75,0,0
1,37.893,1,0,45,2,43.959,1,0
1,61.428,0,0,41,3,75.298,1,0
1,11.52,0,0,57,3,37.8,1,1
1,58.155,1,0,30,6,1.72,0,0
1,75.759,1,1,52,2,34.574,1,1
1,50.064,1,0,41,5,8.5,0,1
1,74.277,1,0,44,4,4.5,1,0
0,96.909,1,0,53,4,1.9,0,0
0,11.898,0,1,33,2,3,0,0
0,18.582,0,1,25,2,29.35,0,1
0,30.828,1,1,33,5,-8.8,0,0
1,19.104,0,0,43,3,-1,1,0
1,87.03,1,0,40,4,23.999,1,0
0,21.612,0,0,47,3,-2.55,0,0
0,29.526,1,0,30,4,-0.134,0,0
0,35.889,1,0,37,4,0.591,0,0
0,25.29,1,0,38,5,3.484,0,0
0,11.85,1,0,34,3,0,0,0
1,36.384,1,0,37,3,-2.3,0,0
1,45.75,1,0,61,2,139.998,1,1
1,26.316,0,0,41,3,30.34,1,0
0,12.75,0,1,32,1,0,0,0
1,17.88,0,0,44,1,8,1,0
0,23.937,0,0,38,3,-2.2,0,0
0,36.39,1,0,46,4,3.199,0,0
0,14.328,1,0,48,3,-2.43,0,0
0,20.712,1,0,32,4,-2.948,0,0
0,30.6,1,0,27,4,0.5,0,0
0,39.957,1,0,30,4,-6.072,0,0
0,39.9,1,0,34,5,0,0,0
1,33.345,1,0,38,4,1.574,1,0
1,28.041,0,0,53,1,-0.79,0,0
0,17.07,1,0,58,4,21.199,0,1
1,19.878,1,0,58,3,7.989,1,0
0,20.508,1,0,25,3,6.8,0,0
1,109.653,1,0,44,4,169.1,1,1
1,62.475,1,0,26,2,6.975,1,0
0,24.804,0,0,58,2,46.8,0,1
1,41.1,1,0,45,2,5.552,1,0
1,62.136,1,0,40,5,0.7,0,0
0,30.6,0,0,46,3,1.035,0,0
1,28.8,1,0,36,4,2.75,1,0
0,29.445,1,0,37,4,-0.83,0,0
0,53.46,1,0,36,3,-3.8,0,0
0,27.972,0,1,55,1,-0.075,0,0
1,35.412,1,0,34,2,21.671,1,1
0,31.605,0,0,60,1,-1.6,0,0
0,24.612,0,1,33,5,8.199,0,0
0,20.676,1,0,37,3,-0.25,0,0
1,22.8,0,0,41,4,33.999,1,0
0,39.174,0,1,63,1,0,0,0
0,10.2,0,1,31,1,0.005,0,0
0,10.98,0,0,43,3,5.02,0,0
1,32.637,0,0,46,1,31.5,1,0
0,49.2,0,1,46,1,108.7,0,0
1,62.856,1,0,43,4,7.47,1,0
0,17.16,0,0,30,1,13.6,0,0
0,49.509,0,0,57,1,27.196,0,0
1,41.184,1,0,52,2,13.515,1,1
0,34.185,0,1,53,1,0.749,0,0
1,78.18,1,0,43,5,32.3,1,1
0,78.396,1,0,38,4,8.4,0,1
1,34.494,1,0,26,2,13.8,1,0
0,12.9,0,1,41,1,0.2,0,0
0,16.29,0,0,33,1,1.5,0,0
0,28.8,1,0,25,2,-8.675,0,0
0,17.4,1,0,45,3,29.7,0,0
0,48.3,0,0,43,1,48.95,0,1
1,63.333,1,0,42,4,70.498,1,1
1,104.19,1,1,36,4,105.798,1,0
1,31.242,1,0,35,3,-10.1,0,0
0,27.15,0,0,47,3,-18.7,0,0
0,18.639,0,0,30,2,2.5,0,0
1,12.444,1,0,39,2,4.626,1,1
1,32.973,0,0,52,1,3.728,1,0
1,16.614,0,0,39,8,3.049,0,0
0,85.08,1,0,64,2,57.5,0,1
0,25.527,1,0,27,4,-5.5,0,0
1,90.3,1,0,46,3,5.199,0,0
0,13.296,0,0,54,1,13.1,0,0
0,34.608,1,1,46,3,1.95,0,1
1,20.943,0,1,45,2,11.009,1,0
0,32.817,1,0,64,2,6.848,0,0
1,77.76,1,1,33,2,63.779,1,0
1,46.071,1,0,60,3,61.567,1,1
1,66.987,1,0,58,2,77.875,1,1
0,35.73,1,0,64,2,90.531,0,1
1,20.028,0,0,41,2,-0.268,1,0
1,41.574,1,0,35,2,33.3,1,1
1,44.466,1,0,33,5,39.197,1,0
1,16.065,0,0,34,3,0.201,1,0
1,38.481,1,0,36,4,17.15,1,0
0,18.144,1,0,28,5,-0.057,0,0
1,21.582,1,0,30,5,0.66,0,0
1,13.59,0,1,29,1,0.73,1,0
1,13.653,0,0,55,2,16.5,1,0
0,15.993,1,0,63,2,5.098,0,1
0,32.628,1,0,37,3,208.842,0,1
1,24.138,1,0,33,4,-0.28,1,0
0,22.32,0,0,61,1,41.9,0,1
1,21.366,1,0,36,3,2.565,1,1
1,29.046,0,0,53,1,21.011,1,1
1,34.986,0,1,45,1,21,0,1
1,47.64,1,0,49,3,-0.382,1,0
0,21.102,1,0,64,2,4.199,0,0
1,26.781,0,0,37,1,25.654,1,1
0,54.21,1,1,41,3,38.4,0,1
1,55.503,1,0,56,3,37.599,1,0
0,13.506,0,0,25,1,1.799,0,0
1,22.32,1,0,30,4,10.25,1,0
0,36.198,1,0,55,3,47.28,0,1
1,27.048,1,0,43,4,1.243,0,0
1,54.081,1,0,38,4,42.711,1,1
1,63.045,1,0,57,2,78.6,1,1
0,12.522,1,0,39,5,-2.35,0,0
1,30.765,0,0,53,1,25.999,1,0
1,38.454,1,0,30,4,2.976,1,0
0,13.5,0,1,42,1,-59.97,0,0
1,22.695,0,0,26,1,-19,0,0
0,13.509,1,0,34,7,-0.095,0,0
1,13.065,0,0,43,1,20.57,1,0
0,27.429,1,0,48,2,-0.964,0,0
0,33.138,0,0,42,1,1.849,0,0
1,34.8,1,0,25,2,-3.12,1,0
0,52.854,1,0,61,2,76.84,0,1
1,82.035,1,0,42,5,33.91,1,0
1,50.646,1,0,54,3,63.595,1,0
1,70.26,1,1,32,3,28.4,1,1
1,34.308,1,0,33,4,2.3,1,0
0,71.757,1,0,55,4,17.7,0,0
1,75.861,1,0,31,3,42.399,1,1
0,77.781,1,0,27,2,35.499,0,1
1,82.971,1,0,53,2,102.132,1,1
0,28.203,1,1,33,4,-1.851,0,0
1,77.28,0,1,57,2,106,1,0
0,52.02,1,0,37,4,1,0,0
1,70.668,1,0,45,6,4.509,1,0
1,87.54,1,0,32,3,33.399,1,1
1,18.144,0,0,54,3,12.999,0,1
0,57.132,0,0,50,2,1.5,0,0
0,17.82,1,0,36,4,0.9,0,0
1,18.315,0,0,29,1,4.9,1,0
1,26.844,1,0,44,2,2.329,0,1
0,135.405,1,0,38,3,1089.619,0,1
0,42.393,1,0,35,4,-1.7,0,0
1,31.386,0,0,53,3,-0.4,0,0
0,22.11,1,0,35,4,-3.4,0,0
1,75.402,1,0,40,2,5.315,1,0
1,169.962,1,0,29,2,387.836,1,1
1,88.698,1,0,40,5,102.8,1,1
0,68.457,1,0,45,5,11.946,0,1
0,59.652,1,0,29,3,-1.062,0,1
1,37.815,0,1,39,1,-2.95,0,0
0,39.468,1,0,37,3,0.098,0,0
1,58.881,1,0,34,5,15.627,1,0
1,54.735,1,1,43,3,8,1,0
0,35.118,1,0,34,7,8.499,0,1
1,10.827,0,0,26,2,0,0,0
0,47.643,1,0,37,3,4.599,0,1
0,18.633,0,0,35,2,8.616,0,1
1,16.395,0,1,35,1,1.56,0,0
1,23.319,0,0,49,5,4,1,0
0,48.615,1,0,35,4,0.45,0,0
1,13.503,0,0,30,2,2.475,1,0
0,11.22,0,0,31,1,0,0,0
1,43.689,1,0,35,4,-0.13,0,0
1,36.447,0,0,30,1,4.151,1,0
0,46.89,1,0,27,3,21.625,0,0
1,38.16,1,0,26,4,-24.557,0,0
0,18.819,0,1,31,1,-1,0,0
1,31.971,1,0,31,4,-1.801,0,0
0,29.133,1,0,30,4,0.34,0,0
0,46.071,1,0,45,4,-4.4,0,0
1,58.548,1,0,47,3,6.425,1,0
0,38.874,0,1,27,1,35,0,0
1,27.945,0,0,56,2,110,0,1
0,23.97,1,0,30,4,-5,0,0
1,38.4,1,0,38,4,5.3,1,0
1,65.583,1,0,49,4,42.155,1,1
0,12.915,0,0,40,4,2.149,0,0
0,55.23,1,0,44,3,8.675,0,1
1,20.4,1,0,46,3,-2,0,0
0,25.614,0,0,29,1,0.7,0,0
1,20.922,0,0,31,1,5.866,1,1
1,42.975,1,0,39,2,15.7,1,0
0,68.085,1,0,46,2,97.759,0,1
1,21.3,1,0,36,6,42,1,0
0,41.919,1,0,58,2,2.7,0,0
0,10.2,1,0,33,10,-2.5,0,0
0,24,1,0,51,2,0.2,0,0
0,41.358,1,0,37,5,24.993,0,1
0,27.675,0,0,37,1,0,0,0
0,52.185,1,0,31,4,-14.361,0,0
0,26.316,1,1,47,5,-0.3,0,0
0,28.05,1,0,38,4,0.5,0,0
1,28.74,1,0,34,6,17.45,1,0
0,64.176,1,0,42,4,0.699,0,0
