ID,Year,State,MinAF,AvgAF,MaxAF,CommitAF,CommitAvgAF,CommitMaxAF,TotalPrice,InfAdjPrice,InfAdjPriceAF,InfAdjCommitPriceAF,Sale,Lease,Exchange,LeaseDuration,AgtoAg,AgtoUrban,AgtoEnivo,UrbantoAg,UrbantoUrban,UrbantoEnviro,EnvirotoAg,EnvirotoUrban,EnvirotoEnviro
CA191,1994,CA,1500,1500,1500,1500,1500,1500,75000,57489.88,38.32659,38.32659,0,1,,1,0,0,1,0,0,0,0,0,0
CA196,1994,CA,48119,48119,48119,48119,48119,48119,2405950,1844237,38.32659,38.32659,0,1,,1,0,0,1,0,0,0,0,0,0
CA203,1994,CA,30000,30000,30000,30000,30000,30000,1500000,1149798,38.32659,38.32659,0,1,,1,0,0,1,0,0,0,0,0,0
NM48,1994,NM,12997.23,12997.23,12997.23,12997.23,12997.23,12997.23,649861.52,498139.5,38.32659,38.32659,0,1,,1,0,0,1,0,0,0,0,0,0
TX84,1996,TX,5000,5000,5000,5000,5000,5000,265000,191867.4,38.37349,38.37349,0,1,,1,0,0,0,0,1,0,0,0,0
NM10,1988,NM,58.5,58.5,58.5,58.5,58.5,58.5,2340,2247.033,38.41082,38.41082,0,1,,1,0,0,0,0,1,0,0,0,0
NM12,1988,NM,150,150,150,150,150,150,6000,5761.623,38.41082,38.41082,0,1,,1,0,0,0,0,1,0,0,0,0
WY48,2006,WY,84,84,84,1046.83,1046.83,1046.83,5796,"3,266",38.88,3.11,0,1,,20,1,0,0,0,0,0,0,0,0
CA619,2008,CA,0,5000,10000,0,13616.24,27232.48,1125000,594140.45,38.94,43.63,0,1,,3,0,0,1,0,0,0,0,0,0
CA48,1990,CA,0,25000,50000,0,25000,50000,1125000,977811.8,39.11247,39.11247,0,1,,0,1,0,0,0,0,0,0,0,0
CA58,1990,CA,244,244,244,244,244,244,10980,9543.443,39.11247,39.11247,0,1,,0,1,0,0,0,0,0,0,0,0
CA59,1990,CA,650,650,650,650,650,650,29250,25423.11,39.11247,39.11247,0,1,,0,1,0,0,0,0,0,0,0,0
CA67,1990,CA,15000,15000,15000,15000,15000,15000,675000,586687.1,39.11247,39.11247,0,1,,0,0,1,0,0,0,0,0,0,0
CA51,1990,CA,5000,6500,8000,5000,6500,8000,292500,254231.1,39.11247,39.11247,0,1,,0,0,0,0,1,0,0,0,0,0
OR63,2004,OR,78302,78302,78302,78302,78302,78302,5099809.3,3066905,39.16764,39.16764,0,1,,1,0,0,0,0,0,1,0,0,0
ID34,1993,ID,25,25,25,500,500,500,1250,982.699,39.30796,1.965398,1,0,0,,1,0,0,0,0,0,0,0,0
CA332,2000,CA,25000,25000,25000,25000,25000,25000,1500000,989547.1,39.58188,39.58188,0,1,,0,0,0,1,0,0,0,0,0,0
CA679,2009,CA,15000,15000,15000,15000,15000,15000,1125000,595701.4408,39.71342939,39.71342939,0,1,,1,1,0,0,0,0,0,0,0,0
AZ15,1987,AZ,640,640,640,12800,12800,12800,25600,25600,40,2,1,0,0,,1,0,0,0,0,0,0,0,0
CA493,2006,CA,978,978,978,978,978,978,69438,39127.76,40,40,0,1,,1,0,0,1,0,0,0,0,0,0
CA453,2005,CA,62000,62000,62000,62000,62000,62000,4340000,2524444,40.071,40.071,0,1,,1,0,0,1,0,0,0,0,0,0
ID30,1992,ID,50,50,50,1000,1000,1000,2500,2024.234,40.48468,2.024234,1,0,0,,0,0,0,1,0,0,0,0,0
CA138,1992,CA,1000,1000,1000,1000,1000,1000,50000,40484.68,40.48468,40.48468,0,1,,1,1,0,0,0,0,0,0,0,0
CA154,1992,CA,10000,10000,10000,10000,10000,10000,500000,404846.8,40.48468,40.48468,0,1,,1,1,0,0,0,0,0,0,0,0
WY57,2007,WY,3759.79,3759.79,3759.79,3759.79,3759.79,3759.79,281984.25,152411.59,40.54,40.54,0,1,,1,0,1,0,0,0,0,0,0,0
CA298,1999,CA,0,20000,40000,0,20000,40000,1200000,818247.3,40.91236,40.91236,0,1,,1,1,0,0,0,0,0,0,0,0
CA312,1999,CA,0,25000,50000,0,25000,50000,1500000,1022809,40.91236,40.91236,0,1,,1,0,0,1,0,0,0,0,0,0
CA297,1999,CA,10000,10000,10000,10000,10000,10000,600000,409123.6,40.91236,40.91236,0,1,,1,0,0,0,0,1,0,0,0,0
CO537,1995,CO,1120,1120,1120,1120,1120,1120,61600,45917.06,40.99738,40.99738,0,1,,1,0,1,0,0,0,0,0,0,0
CA21,1989,CA,2000,2000,2000,2000,2000,2000,90000,82451.61,41.2258,41.2258,0,1,,1,0,1,0,0,0,0,0,0,0
CA31,1989,CA,5000,5000,5000,5000,5000,5000,225000,206129,41.22581,41.22581,0,1,,1,0,1,0,0,0,0,0,0,0
AZ47,1993,AZ,445001,445000.5,445000,445001,445000.5,445000,23585027,1.85E+07,41.66644,41.66644,0,1,,1,1,0,0,0,0,0,0,0,0
AZ46,1993,AZ,305000,305000,305000,305000,305000,305000,16165000,1.27E+07,41.66644,41.66644,0,1,,1,0,0,0,0,1,0,0,0,0
CA72,1991,CA,10000,10000,10000,10000,10000,10000,500000,417033.8,41.70338,41.70338,0,1,,0,0,1,0,0,0,0,0,0,0
CA97,1991,CA,843,843,843,843,843,843,42150,35155.95,41.70338,41.70338,0,1,,0,0,1,0,0,0,0,0,0,0
CO1482,2003,CO,1030,1030,1030,14516.763,14516.763,14516.763,69926,43171.7,41.91428,2.973921,0,1,,25,0,1,0,0,0,0,0,0,0
CO1451,2003,CO,15,15,15,211.40917,211.40917,211.40917,1019,629.1218,41.94145,2.975849,0,1,,25,0,1,0,0,0,0,0,0,0
WY53,2006,WY,566,566,566,566,566,566,42450,"23,920.24",42.26,42.26,0,1,,1,0,1,0,0,0,0,0,0,0
NM121,2006,NM,6000,6000,6000,6000,6000,6000,450000,"253,571.43",42.26,42.26,0,1,,1,0,0,1,0,0,0,0,0,0
CA333,2000,CA,8181,8181,8181,8181,8181,8181,531765,350804.3,42.88037,42.88037,0,1,,1,0,0,0,0,1,0,0,0,0
CO1491,2003,CO,130,130,130,2230.6812,2230.6812,2230.6812,9036,5578.748,42.91345,2.500917,0,1,,40,0,0,1,0,0,0,0,0,0
CO1465,2003,CO,500,500,500,500,500,500,34755,21457.44,42.91487,42.91487,0,1,,1,0,1,0,0,0,0,0,0,0
AZ36,1991,AZ,200000,200000,200000,200000,200000,200000,10340000,8624259,43.1213,43.1213,0,1,,1,1,0,0,0,0,0,0,0,0
AZ37,1991,AZ,800000,800000,800000,800000,800000,800000,41360000,3.45E+07,43.1213,43.1213,0,1,,1,0,0,0,0,1,0,0,0,0
ID35,1993,ID,115,115,115,2300,2300,2300,6325,4972.457,43.23875,2.161938,1,0,0,,1,0,0,0,0,0,0,0,0
CA162,1993,CA,17675,17675,17675,17675,17675,17675,972125,764245,43.23875,43.23875,0,1,,1,1,0,0,0,0,0,0,0,0
NM133,2007,NM,2978,2978,2978,2978,2978,2978,235262,128897.01,43.28,43.28,0,1,,1,0,0,1,0,0,0,0,0,0
AZ114,2000,AZ,9513,9513,9513,190260,190260,190260,627858,414196.7,43.54007,2.177004,1,0,0,,0,1,0,0,0,0,0,0,0
WY46,2005,WY,2098,2098,2098,2098,2098,2098,157350,91525.65,43.62519,43.62519,0,1,,1,0,1,0,0,0,0,0,0,0
CO1373,2002,CO,99,99,99,99,99,99,6887,4348.878,43.92807,43.92807,0,1,,1,1,0,0,0,0,0,0,0,0
CO1374,2002,CO,100,100,100,100,100,100,6957,4393.081,43.93081,43.93081,0,1,,1,0,1,0,0,0,0,0,0,0
CO1375,2002,CO,250,250,250,250,250,250,17393,10983.02,43.93207,43.93207,0,1,,1,0,1,0,0,0,0,0,0,0
CA150,1992,CA,10000,10000,10000,10000,10000,10000,550000,445331.4,44.53314,44.53314,0,1,,1,0,0,1,0,0,0,0,0,0
OR110,2007,OR,1814.88,1814.88,1814.88,1814.88,1814.88,1814.88,148210.2,81202.45,44.74,44.74,0,1,,2,0,0,1,0,0,0,0,0,0
WY41,2004,WY,2040,2040,2040,2040,2040,2040,153000,92010.59,45.10323,45.10323,0,1,,1,0,1,0,0,0,0,0,0,0
CA262,1998,CA,65355,65355,65355,1307100,1307100,1307100,4248075,2960622,45.30061,2.265031,1,0,0,,0,1,0,0,0,0,0,0,0
CA263,1998,CA,74715,74715,74715,1494300,1494300,1494300,4856475,3384635,45.30061,2.265031,1,0,0,,0,0,0,1,0,0,0,0,0
CA275,1998,CA,39683,39683,39683,793660,793660,793660,2579395,1797664,45.30061,2.265031,1,0,0,,0,0,0,0,1,0,0,0,0
CA261,1998,CA,20156,20156,20156,403120,403120,403120,1310140,913079.2,45.30061,2.265031,1,0,0,,0,0,0,0,0,1,0,0,0
AZ113,2000,AZ,738630,738630,738630,738630,738630,738630,50965470,3.36E+07,45.51917,45.51917,0,1,,1,0,1,0,0,0,0,0,0,0
AZ55,1994,AZ,300000,300000,300000,300000,300000,300000,18000000,1.38E+07,45.99191,45.99191,0,1,,1,0,0,0,0,1,0,0,0,0
MT48,2009,MT,4019,4019,4019,68962.36806,68962.36806,68962.36806,351018.4534,185868.6208,46.24747968,2.695218074,0,1,,40,1,0,0,0,0,0,0,0,0
CA358,2001,CA,160000,160000,160000,160000,160000,160000,11600000,7440768,46.5048,46.5048,0,1,,1,1,0,0,0,0,0,0,0,0
OR73,2005,OR,8.5,8.5,8.5,65.63,65.63,65.63,680,395.54,46.53,6.03,0,1,,10,0,0,1,0,0,0,0,0,0
CA448,2005,CA,125000,125000,125000,125000,125000,125000,10000000,5816692,46.53354,46.53354,0,1,,1,0,0,1,0,0,0,0,0,0
ID59,1996,ID,35000,35000,35000,700000,700000,700000,2276400,1648178,47.09079,2.354539,1,0,0,,0,0,1,0,0,0,0,0,0
NV56,1993,NV,850,850,850,850,850,850,51000,40094.12,47.16955,47.16955,0,1,,1,0,1,0,0,0,0,0,0,0
OR130,2009,OR,3800,3800,3800,3800,3800,3800,338618,179302.4271,47.18484923,47.18484923,0,1,,1,0,0,0,0,1,0,0,0,0
OR53,2003,OR,35420,35420,35420,35420,35420,35420,2714234.6,1675745,47.3107,47.3107,0,1,,1,0,0,1,0,0,0,0,0,0
CA386,2002,CA,157050,157050,157050,157050,157050,157050,11778750,7437833,47.35965,47.35965,0,1,,1,0,1,0,0,0,0,0,0,0
CA393,2002,CA,10000,10000,10000,10000,10000,10000,750000,473596.5,47.35965,47.35965,0,1,,1,0,0,0,0,0,1,0,0,0
OR117,2008,OR,3800,3800,3800,16452.01,16452.01,16452.01,338618,180149.7,47.41,10.95,0,1,,5,0,0,0,0,1,0,0,0,0
CO320,1993,CO,1500,1650,1800,30000,33000,36000,100000,78615.91,47.64601,2.3823,1,0,0,,0,0,0,0,0,1,0,0,0
CA485,2006,CA,6900,6900,6900,6900,6900,6900,586500,"330,488.10",47.9,47.9,0,1,,1,1,0,0,0,0,0,0,0,0
AZ90,1998,AZ,3900,3900,3900,78000,78000,78000,269100,187544.5,48.08834,2.404417,1,0,0,,0,1,0,0,0,0,0,0,0
CA367,2001,CA,500,500,500,500,500,500,37500,24054.21,48.10841,48.10841,0,1,,1,1,0,0,0,0,0,0,0,0
CA364,2001,CA,114052,114052,114052,114052,114052,114052,8553900,5486861,48.10841,48.10841,0,1,,1,0,1,0,0,0,0,0,0,0
TX179,2002,TX,7084,7084,7084,30670.013,30670.013,30670.013,545468,344442.3,48.62257,11.23059,0,1,,5,0,1,0,0,0,0,0,0,0
CA616,2008,CA,30000,30000,30000,30000,30000,30000,2812500,1460351.12,48.68,48.68,0,1,,1,0,0,1,0,0,0,0,0,0
AZ74,1995,AZ,4500,4500,4500,90000,90000,90000,297000,221385.8,49.19685,2.459842,1,0,0,,0,1,0,0,0,0,0,0,0
AZ79,1995,AZ,5013,5013,5013,100260,100260,100260,330858,246623.8,49.19685,2.459843,1,0,0,,0,1,0,0,0,0,0,0,0
TX199,2003,TX,7205,7205,7205,7205,7205,7205,576400,355864.3,49.3913,49.3913,0,1,,1,1,0,0,0,0,0,0,0,0
TX164,2001,TX,18616,18616,18616,80597.538,80597.538,80597.538,1433432,919468.5,49.3913,11.40815,0,1,,5,0,1,0,0,0,0,0,0,0
CA237,1997,CA,5000,5000,5000,5000,5000,5000,350000,247725.9,49.54517,49.54517,0,1,,1,0,0,1,0,0,0,0,0,0
CA247,1997,CA,10000,10000,10000,77217.349,77217.349,77217.349,700000,495451.7,49.54517,6.416327,0,1,,10,0,0,0,0,1,0,0,0,0
OR2,1994,OR,16000,16000,16000,16000,16000,16000,1040000,797193,49.82456,49.82456,0,1,,1,0,0,1,0,0,0,0,0,0
ID28,1992,ID,111,111,111,2220,2220,2220,6905,5590.934,50.36877,2.518439,1,0,0,,0,0,0,1,0,0,0,0,0
ID26,1992,ID,56,56,56,1120,1120,1120,3485,2821.782,50.38896,2.519448,1,0,0,,0,0,0,1,0,0,0,0,0
CA12,1988,CA,1500,1500,1500,1500,1500,1500,78750,75621.3,50.4142,50.4142,0,1,,1,0,0,0,0,1,0,0,0,0
TX180,2002,TX,2103,2103,2103,16238.809,16238.809,16238.809,168240,106237.2,50.51696,6.542177,0,1,,10,0,1,0,0,0,0,0,0,0
CO268,1992,CO,110,110,110,2200,2200,2200,6905,5590.934,50.82667,2.541333,1,0,0,,1,0,0,0,0,0,0,0,0
CA441,2004,CA,1257,1257,1257,1257,1257,1257,106845,64254.06,51.11699,51.11699,0,1,,1,1,0,0,0,0,0,0,0,0
TX119,1999,TX,6762.8,6762.8,6762.8,18416.782,18416.782,18416.782,507210,345852.7,51.14045,18.77921,0,1,,3,0,1,0,0,0,0,0,0,0
TX142,1999,TX,1150,1150,1150,1150,1150,1150,86250,58811.52,51.14045,51.14045,0,1,,1,0,1,0,0,0,0,0,0,0
WY28,1999,WY,178,178,178,178,178,178,13350,9103.001,51.14045,51.14045,0,1,,1,0,1,0,0,0,0,0,0,0
TX128,1999,TX,25,25,25,25,25,25,1875,1278.511,51.14045,51.14045,0,1,,1,0,0,0,0,1,0,0,0,0
OR41,2001,OR,1105,1105,1105,8532.5171,8532.5171,8532.5171,88375.2,56687.88,51.30124,6.643746,0,1,,10,1,0,0,0,0,0,0,0,0
CA54,1990,CA,74818,74818,74818,74818,74818,74818,4426981,3847782,51.42855,51.42855,0,1,,0,1,0,0,0,0,0,0,0,0
CO2143,2008,CO,5,5,5,,,,,,51.85,,0,1,,0,0,0,0,0,1,0,0,0,0
CO2144,2008,CO,77,77,77,,,,,,51.85,,0,1,,0,0,0,0,0,1,0,0,0,0
MT21,2005,MT,144,144,144,2471,2471,2471,12844.8,7471.42,51.88,3.024,0,1,,40,1,0,0,0,0,0,0,0,0
OR17,1997,OR,85,85,85,85,85,85,6231,4410.228,51.88504,51.88504,0,1,,1,0,0,1,0,0,0,0,0,0
CA618,2008,CA,3000,5931.5,8863,5578.23,11029.1,16479.95,1186300,615969.61,51.92,27.92,0,1,,2,0,0,1,0,0,0,0,0,0
ID68,1998,ID,5932,5932,5932,118640,118640,118640,444900,310065.3,52.26994,2.613497,1,0,0,,0,0,0,0,0,1,0,0,0
CA680,2009,CA,16100,16100,16100,16100,16100,16100,1610000,852514.9508,52.95123918,52.95123918,0,1,,1,1,0,0,0,0,0,0,0,0
TX327,2009,TX,15,15,15,15,15,15,1500,794.2685877,52.95123918,52.95123918,0,1,,1,0,1,0,0,0,0,0,0,0
WY24,1997,WY,125,125,125,125,125,125,9375,6635.514,53.08411,53.08411,0,1,,1,0,0,0,0,1,0,0,0,0
OR9,1996,OR,17700,17700,17700,354000,354000,354000,1300000,941236.5,53.1772,2.65886,1,0,0,,0,0,1,0,0,0,0,0,0
OR42,2002,OR,7902,7902,7902,7902,7902,7902,671670,424134,53.67426,53.67426,0,1,,1,0,0,1,0,0,0,0,0,0
WY20,1996,WY,16,16,16,16,16,16,1200,868.8337,54.3021,54.3021,0,1,,1,0,0,0,0,1,0,0,0,0
TX271,2007,TX,5,5,5,5,5,5,500,272.44,54.49,54.49,0,1,,1,0,1,0,0,0,0,0,0,0
TX287,2007,TX,15,15,15,15,15,15,1500,817.31,54.49,54.49,0,1,,1,0,1,0,0,0,0,0,0,0
CO2026,2007,CO,100,100,100,100,100,100,10000,"5,448.70",54.49,54.49,0,1,,1,0,0,0,0,1,0,0,0,0
TX120,1999,TX,4313,4313,4313,18673.033,18673.033,18673.033,345040,235273.4,54.54982,12.59963,0,1,,5,0,1,0,0,0,0,0,0,0
MT30,2006,MT,370.75,370.75,370.75,1881.81,1881.81,1881.81,35992.41,"20,281.44",54.7,10.78,0,1,,6,0,0,1,0,0,0,0,0,0
AZ60,1994,AZ,78856,78856,78856,78856,78856,78856,5638204,4321863,54.80702,54.80702,0,1,,1,1,0,0,0,0,0,0,0,0
AZ59,1994,AZ,54496,54496,54496,54496,54496,54496,3896464,2986763,54.80702,54.80702,0,1,,1,0,1,0,0,0,0,0,0,0
CO185,1991,CO,10000,10000,10000,10000,10000,10000,668000,557157.1,55.71571,55.71571,0,1,,0,0,0,0,0,1,0,0,0,0
MT27,2006,MT,111,111,111,111,111,111,10989,"6,192.21",55.79,55.79,0,1,,1,0,0,1,0,0,0,0,0,0
WY16,1995,WY,157,157,157,157,157,157,11775,8777.166,55.90552,55.90552,0,1,,0,0,1,0,0,0,0,0,0,0
TX149,2000,TX,440,440,440,440,440,440,37400,24672.71,56.07433,56.07433,0,1,,1,0,1,0,0,0,0,0,0,0
TX22,1990,TX,181,181,181,3620,3620,3620,11700,10169.24,56.18366,2.809183,1,0,0,,0,1,0,0,0,0,0,0,0
NM118,2006,NM,48200,48200,48200,48200,48200,48200,4820000,"2,716,031.75",56.35,56.35,0,1,,1,0,0,1,0,0,0,0,0,0
NM123,2006,NM,100,100,100,100,100,100,10000,"5,634.92",56.35,56.35,0,1,,1,0,0,1,0,0,0,0,0,0
NM126,2006,NM,2500,2500,2500,2500,2500,2500,250000,"140,873.02",56.35,56.35,0,1,,1,0,0,1,0,0,0,0,0,0
TX18,1990,TX,70,70,70,1400,1400,1400,4550,3954.706,56.49579,2.82479,1,0,0,,0,1,0,0,0,0,0,0,0
CA172,1993,CA,0,9500,19000,0,9500,19000,684000,537732.9,56.60346,56.60346,0,1,,0,0,1,0,0,0,0,0,0,0
OR129,2009,OR,252,252,252,5040,5040,5040,27200,14402.73706,57.15371848,2.857685924,1,0,,,0,0,1,0,0,0,0,0,0
WY6,1994,WY,8,8,8,8,8,8,600,459.919,57.48988,57.48988,0,1,,1,0,1,0,0,0,0,0,0,0
WY7,1994,WY,8,8,8,8,8,8,600,459.919,57.48988,57.48988,0,1,,1,0,1,0,0,0,0,0,0,0
WY8,1994,WY,8,8,8,8,8,8,600,459.919,57.48988,57.48988,0,1,,1,0,1,0,0,0,0,0,0,0
WY9,1994,WY,100,100,100,100,100,100,7500,5748.988,57.48988,57.48988,0,1,,1,0,1,0,0,0,0,0,0,0
WY10,1994,WY,300,300,300,300,300,300,22500,17246.96,57.48988,57.48988,0,1,,1,0,1,0,0,0,0,0,0,0
AZ51,1994,AZ,371,371,371,371,371,371,27825,21328.75,57.48988,57.48988,0,1,,1,0,0,0,0,1,0,0,0,0
NM102,2005,NM,22209.45,22209.45,22209.45,22209.45,22209.45,22209.45,2220945,1291855,58.16692,58.16692,0,1,,1,0,0,1,0,0,0,0,0,0
CA52,1990,CA,14959,14959,14959,14959,14959,14959,1001206,870214.3,58.17329,58.17329,0,1,,0,1,0,0,0,0,0,0,0,0
TX342,2009,TX,500,500,500,500,500,500,55000,29123.18155,58.2463631,58.2463631,0,1,,1,0,1,0,0,0,0,0,0,0
WA33,2003,WA,48000,78000,108000,960000,1560000,2160000,7400000,4568696,58.57302,2.928651,1,0,0,,0,0,0,0,0,1,0,0,0
CA488,2006,CA,5000,5000,5000,5000,5000,5000,521150,"293,663.89",58.73,58.73,0,1,,1,1,0,0,0,0,0,0,0,0
WA44,2005,WA,28000,28000,28000,28000,28000,28000,2856000,1661247,59.33026,59.33026,0,1,,1,1,0,0,0,0,0,0,0,0
TX259,2006,TX,61,61,61,61,61,61,6435.5,"3,626.35",59.45,59.45,0,1,,1,0,1,0,0,0,0,0,0,0
ID19,1990,ID,160,160,160,3200,3200,3200,10989,9551.266,59.69541,2.984771,1,0,0,,1,0,0,0,0,0,0,0,0
ID16,1990,ID,160,160,160,3200,3200,3200,11000,9560.826,59.75517,2.987758,1,0,0,,1,0,0,0,0,0,0,0,0
NM105,2005,NM,34387.22,34387.22,34387.22,34387.22,34387.22,34387.22,3543163,2060949,59.933,59.933,0,1,,1,0,0,1,0,0,0,0,0,0
TX212,2004,TX,345,345,345,939.52057,939.52057,939.52057,34500,20747.49,60.13764,22.08306,0,1,,3,0,1,0,0,0,0,0,0,0
TX208,2004,TX,5,5,5,5,5,5,500,300.6882,60.13764,60.13764,0,1,,1,0,1,0,0,0,0,0,0,0
TX221,2004,TX,22,22,22,22,22,22,2200,1323.028,60.13764,60.13764,0,1,,1,0,1,0,0,0,0,0,0,0
AZ84,1997,AZ,150,335,520,3000,6700,10400,28475,20154.27,60.16199,3.0081,1,0,0,,0,1,0,0,0,0,0,0,0
AZ76,1995,AZ,148227,148227,148227,148227,148227,148227,12080501,9004888,60.75066,60.75066,0,1,,1,0,1,0,0,0,0,0,0,0
CA290,1999,CA,2000,3500,5000,20759.316,36328.803,51898.29,315000,214789.9,61.36855,5.912386,0,1,,15,0,1,0,0,0,0,0,0,0
NM96,2003,NM,49,49,49,49,49,49,4900,3025.217,61.73913,61.73913,0,1,,1,0,0,0,0,0,1,0,0,0
NM80,2001,NM,5899.88,5899.88,5899.88,5899.88,5899.88,5899.88,573988,368182,62.405,62.405,0,1,,1,0,0,1,0,0,0,0,0,0
CA425,2004,CA,9350,9350,9350,25462.369,25462.369,25462.369,981750,590401.3,63.14452,23.18721,0,1,,3,0,0,1,0,0,0,0,0,0
ID6,1989,ID,118,118,118,2360,2360,2360,8250,7558.064,64.05139,3.20257,1,0,0,,1,0,0,0,0,0,0,0,0
CA353,2001,CA,35000,35000,35000,35000,35000,35000,3500000,2245059,64.14455,64.14455,0,1,,1,0,0,1,0,0,0,0,0,0
NM101,2004,NM,8460,8460,8460,8460,8460,8460,905220,544377.9,64.34727,64.34727,0,1,,1,0,0,1,0,0,0,0,0,0
CA146,1992,CA,2500,2500,2500,2500,2500,2500,200000,161938.7,64.77548,64.77548,0,1,,1,1,0,0,0,0,0,0,0,0
CA410,2003,CA,11355,11355,11355,11355,11355,11355,1192275,736100.2,64.82609,64.82609,0,1,,1,1,0,0,0,0,0,0,0,0
CA617,2008,CA,40000,40000,40000,40000,40000,40000,5000000,2596179.78,64.9,64.9,0,1,,1,0,0,1,0,0,0,0,0,0
CA66,1990,CA,0,7500,15000,0,7500,15000,562500,488905.9,65.18745,65.18745,0,1,,0,1,0,0,0,0,0,0,0,0
CO141,1990,CO,3000,4000,5000,8169.7441,10892.992,13616.24,300000,260749.8,65.18745,23.93739,0,1,,3,0,0,0,0,1,0,0,0,0
CO1996,2007,CO,1000,1000,1000,4329.48,4329.48,4329.48,120500,"65,656.87",65.66,15.17,0,1,,5,0,1,0,0,0,0,0,0,0
CA446,2004,CA,155000,155000,155000,155000,155000,155000,17050000,1.03E+07,66.15141,66.15141,0,1,,1,0,0,1,0,0,0,0,0,0
AZ217,2008,AZ,50,50,50,50,50,50,6250,3342.36,66.85,66.85,0,1,,1,1,0,0,0,0,0,0,0,0
AZ218,2008,AZ,95,95,95,95,95,95,11875,6350.48,66.85,66.85,0,1,,1,1,0,0,0,0,0,0,0,0
CA593,2008,CA,20000,20000,20000,20000,20000,20000,2500000,1336942.45,66.85,66.85,0,1,,1,1,0,0,0,0,0,0,0,0
CA451,2005,CA,80000,80000,80000,80000,80000,80000,9200000,5351357,66.89196,66.89196,0,1,,1,0,1,0,0,0,0,0,0,0
CA548,2007,CA,6250,6250,6250,6250,6250,6250,781250,422263,67.56,67.56,0,1,,1,1,0,0,0,0,0,0,0,0
AZ94,1998,AZ,339,339,339,339,339,339,32883,22917.23,67.60246,67.60246,0,1,,0,0,1,0,0,0,0,0,0,0
MT18,2005,MT,216.81,216.81,216.81,1100.4608,1100.4608,1100.4608,25367,14755.2,68.05592,13.4082,0,1,,6,0,0,1,0,0,0,0,0,0
TX122,1999,TX,6,6,6,6,6,6,600,409.1236,68.18727,68.18727,0,1,,1,0,1,0,0,0,0,0,0,0
AZ91,1998,AZ,150,175,200,150,175,200,17500,12196.32,69.69325,69.69325,0,1,,1,0,0,0,0,1,0,0,0,0
CA125,1992,CA,45703,45703,45703,45703,45703,45703,3935000,3186144,69.71411,69.71411,0,1,,0,0,0,1,0,0,0,0,0,0
CA477,2005,CA,7800,7800,7800,7800,7800,7800,936000,544442.4,69.80031,69.80031,0,1,,1,0,0,1,0,0,0,0,0,0
WA23,2001,WA,15000,15000,15000,15000,15000,15000,1650000,1058385,70.559,70.559,0,1,,1,1,0,0,0,0,0,0,0,0
AZ86,1997,AZ,32,32,32,640,640,640,3200,2264.922,70.77882,3.538941,1,0,0,,0,0,0,0,1,0,0,0,0
CA100,1991,CA,9000,9500,10000,9000,9500,10000,807500,673509.6,70.89574,70.89574,0,1,,0,1,0,0,0,0,0,0,0,0
MT52,2009,MT,71.6,71.6,71.6,309.9905296,309.9905296,309.9905296,9708.903388,5140.984655,71.80146166,16.58432811,0,1,,5,0,1,0,0,0,0,0,0,0
MT54,2009,MT,5,5,5,21.64738335,21.64738335,21.64738335,677.9960466,359.0073083,71.80146166,16.58432811,0,1,,5,0,1,0,0,0,0,0,0,0
MT58,2009,MT,3.3,3.3,3.3,14.28727301,14.28727301,14.28727301,447.4773908,236.9448235,71.80146166,16.58432811,0,1,,5,0,1,0,0,0,0,0,0,0
CA579,2008,CA,6602,6602,6602,6602,6602,6602,891270,474168.6,71.82,71.82,0,1,,1,1,0,0,0,0,0,0,0,0
CA339,2000,CA,43000,43000,43000,43000,43000,43000,4730000,3120372,72.56679,72.56679,0,1,,1,1,0,0,0,0,0,0,0,0
CA338,2000,CA,0,10750,21500,0,10750,21500,1182500,780092.9,72.56679,72.56679,0,1,,1,0,0,1,0,0,0,0,0,0
TX185,2002,TX,71324,71324,71324,1426480,1426480,1426480,8200000,5177988,72.59811,3.629906,1,0,0,,0,1,0,0,0,0,0,0,0
OR119,2009,OR,859.225,859.225,859.225,14743.51597,14743.51597,14743.51597,117948.1278,62454.99525,72.68759085,4.236099134,0,1,,40,1,0,0,0,0,0,0,0,0
CA581,2008,CA,2355,2355,2355,2355,2355,2355,323058.9,171872.03,72.98,72.98,0,1,,1,1,0,0,0,0,0,0,0,0
CA62,1990,CA,7500,7500,7500,7500,7500,7500,630000,547574.6,73.00995,73.00995,0,1,,1,0,0,1,0,0,0,0,0,0
CA471,2005,CA,10300,10300,10300,10300,10300,10300,1313456,763996.9,74.17446,74.17446,0,1,,1,1,0,0,0,0,0,0,0,0
CA55,1990,CA,0,3500,7000,0,3500,7000,301500,262053.6,74.87244,74.87244,0,1,,0,0,1,0,0,0,0,0,0,0
AZ24,1989,AZ,0,100,200,0,100,200,8200,7512.258,75.12258,75.12258,0,1,,1,0,1,0,0,0,0,0,0,0
CA427,2004,CA,8000,7000,6000,160000,140000,120000,875000,526204.4,75.17205,3.758603,1,0,0,,0,1,0,0,0,0,0,0,0
CA478,2005,CA,25224,25224,25224,25224,25224,25224,3270610,1902413,75.42075,75.42075,0,1,,1,0,0,1,0,0,0,0,0,0
CA501,2006,CA,5000,5000,5000,5000,5000,5000,675000,"380,357.14",76.07,76.07,0,1,,1,0,0,1,0,0,0,0,0,0
CA502,2006,CA,9000,9000,9000,9000,9000,9000,1215000,"684,642.86",76.07,76.07,0,1,,1,0,0,1,0,0,0,0,0,0
